,question,allennlp_entities,extracted_entities,image_urls
0,How do different factors affect the rate of transpiration in plants?,"['plants', 'transpiration', 'different factors', 'the rate', 'the rate of transpiration in plants']","[['Plants', 'Plants'], ['Transpiration pull', 'Transpiration pull'], ['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['Transgenic plant', 'Transgenic plant']]","[['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/97/Xylem_Cell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Xylem_rays_%28Tilia_Americana%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/4f/Transgenic_Rose%2CBioArt_project_2004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Adoption_of_Genetically_Engineered_Crops_in_the_US.png']]"
0,What is the structure and function of the human muscular system?,"['the structure and function', 'the structure and function of the human muscular system', 'the human muscular system']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Muscular tissues', 'Muscular tissues', 'Muscular tissues'], ['Muscular tissues', 'Muscular tissues', 'Muscular tissues']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ea/1116_Muscle_of_the_Male_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cornea_muscle-ad_tendon_mice_cart-horse-surf.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Gray_%E2%80%94_musculus_levator_glandulae_thyroideae.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/ea/1116_Muscle_of_the_Male_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cornea_muscle-ad_tendon_mice_cart-horse-surf.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Gray_%E2%80%94_musculus_levator_glandulae_thyroideae.png']]"
0,What are the principles of semiconductor devices and their applications?,"['semiconductor devices and their applications', 'the principles', 'semiconductor devices', 'the principles of semiconductor devices and their applications', 'their applications']","[['Transistors', 'Transistors'], ['Scientific principles', 'Scientific principles'], ['Transistors', 'Transistors'], ['Transistors', 'Transistors'], ['Electronic technology', 'Electronic technology']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f8/Transistor-photo.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/32/2N1307_transistor_die_with_bond_wires_attached.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/f8/Transistor-photo.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/32/2N1307_transistor_die_with_bond_wires_attached.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/f8/Transistor-photo.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/32/2N1307_transistor_die_with_bond_wires_attached.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG']]"
0,What are the principles of radio communication and its technologies?,"['the principles of radio communication and its technologies', 'radio communication', 'the principles', 'its technologies']","[['Radio technology', 'Radio technology'], ['Radio technology', 'Radio technology'], ['Scientific principles', 'Scientific principles'], ['Electronic technology', 'Electronic technology']]","[['https://upload.wikimedia.org/wikipedia/commons/2/26/Vintage_Valiant_Transistor_Radio%2C_Model_HT-8053%2C_AM_Band%2C_8_Transistors%2C_Made_in_Japan%2C_Coffin-Shaped_Radio%2C_Maroon_Case%2C_Circa_1964_%288663047803%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Asheville_Radio_Museum_Interior.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/26/Vintage_Valiant_Transistor_Radio%2C_Model_HT-8053%2C_AM_Band%2C_8_Transistors%2C_Made_in_Japan%2C_Coffin-Shaped_Radio%2C_Maroon_Case%2C_Circa_1964_%288663047803%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Asheville_Radio_Museum_Interior.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG']]"
0,What are the principles of renewable energy sources and their significance?,"['their significance', 'renewable energy sources', 'the principles', 'the principles of renewable energy sources and their significance']","[['Purposes', 'Purposes'], ['Renewable fuel', 'Renewable fuel'], ['Scientific principles', 'Scientific principles'], ['Energy sources', 'Energy sources']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Deletion_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Talk_intention_card.svg'], ['https://upload.wikimedia.org/wikipedia/commons/4/48/Santorum_at_renewable_fuels_summit_003_%285388428871%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Renewable_energy_reduces_fossil_fuel_imports_to_Turkey.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/30/What_are_the_safest_and_cleanest_sources_of_energy%3F.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Primary_energy_supply_in_Turkey.svg']]"
0,What are the principles of nuclear energy and its applications?,"['nuclear energy', 'the principles of nuclear energy and its applications', 'its applications', 'the principles']","[['Nuclear force', 'Nuclear force'], ['Nuclear physics', 'Nuclear physics'], ['Electronic technology', 'Electronic technology'], ['Scientific principles', 'Scientific principles']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6f/Air_Force_Nuclear_Weapons_Center.png', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Air_Force_Nuclear_Weapons_Center.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/35/Budker_Institute_of_Nuclear_Physics_in_Akademgorodok.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Nuclear_reactor_at_TINT.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg']]"
0,How do different factors affect the rate of genetic recombination?,"['the rate of genetic recombination', 'different factors', 'the rate', 'genetic recombination']","[['Genetic variation', 'Genetic variation'], ['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['Genetic diversity', 'Genetic diversity']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/75/Genetic_Diversity_in_Asia_Fig_2-B.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Genetic_diversity_of_humans_%28or_lack_thereof%29.jpg']]"
0,What are the means to generate electricity?,"['the means', 'electricity', 'the means to generate electricity']","[['Purposes', 'Purposes', 'Purposes'], ['Electricity cell', 'Electricity cell', 'Electricity cell'], ['Electricity generation', 'Electricity generation', 'Electricity generation']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Deletion_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Talk_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Edit_intention_card.svg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3b/Batteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/AA_AAA_AAAA_A23_battery_comparison-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Preclo_9-volt_electric_fence_battery_-_Cantal_France.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/42/New_Zealand_electricity_generation_installed_capacity_1976_to_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Electricity_Production_in_the_USA.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Changes_in_global_electricity_generation_by_source%2C_2021-2025.png']]"
0,What affects the growth of plants?,"['plants', 'the growth of plants', 'the growth']","[['Plants', 'Plants', 'Plants'], ['Plants', 'Plants', 'Plants'], ['Population growth', 'Population growth', 'Population growth']]","[['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/53/Growth_Rate_vs_Median_Age%2C_2021.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/World_population_growth_rate_1950%E2%80%932050.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Population_growth_rate_world_2021.svg']]"
0,What are the factors affecting enzyme inhibition?,"['the factors', 'enzyme inhibition', 'the factors affecting enzyme inhibition']","[['Analysis', 'Analysis', 'Analysis'], ['Hammer', 'Enzyme action', 'Enzyme action'], ['Hammer', 'Enzyme action', 'Enzyme action']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/Soil_organic_carbon_analysis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Nuclear_magnetic_resonance_devices_in_CAFIA_laboratory.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Infrared_spectrometer_for_screening_for_food_adulteration%2C_in_CAFIA_laboratory%2C_Czech_Republic.png'], ['https://upload.wikimedia.org/wikipedia/commons/2/21/Woman%2C_worker%2C_Japan_%2810797406583%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/InducedFit_Enzyme_Catalyst.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Enzyme_high_pressure_a.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/21/Woman%2C_worker%2C_Japan_%2810797406583%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/InducedFit_Enzyme_Catalyst.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Enzyme_high_pressure_a.jpg']]"
0,Factors affecting rate of decomposition,"['Factors', 'rate of decomposition', 'decomposition', 'Factors affecting rate of decomposition', 'rate']","[['Analysis', 'Analysis'], ['Decompose', 'Decompose'], ['Decompose', 'Decompose'], ['Chemical decomposition', 'Chemical decomposition'], ['Anthracite', 'Death rate']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/Soil_organic_carbon_analysis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Nuclear_magnetic_resonance_devices_in_CAFIA_laboratory.png'], ['https://upload.wikimedia.org/wikipedia/commons/4/41/Decomposition_rates_of_marine_debris_items%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Decomposition_of_a_human_body_using_mushroom_fungus.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/41/Decomposition_rates_of_marine_debris_items%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Decomposition_of_a_human_body_using_mushroom_fungus.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/a/aa/Degradation_of_L-nicotine_by_A._nicotinovorans.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Cyclohexylbenzene_hydroperoxide_cleavage.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg']]"
0,What is circulatory system?,['circulatory system'],"[['Circulatory system', 'Circulatory system', 'Circulatory system', 'Circulatory system', 'Circulatory system', 'Circulatory system', 'Circulatory system', 'Tsunami warning', 'Blood circulatory system', 'Blood circulatory system']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a3/Amphibian_circulatory_system_%28numberated%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Cells_in_circulatory_system_drawing_and_descriptions_DMHS.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Circulatory-system-amphibians-bg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Reptilian_Circulatory_System.PNG', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Lancelet%27s_circulatory_system_scheme.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Reptilian_circulatory_system.PNG', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Viviparus_contectus_circulatory_system_labelled.png', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Chile_Quake_Warning_Area_2010-Easter_Island_partially_evacuated.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Blood_vessels-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Circulatory_system.tif']]"
0,Define functions of nervous system?,"['functions', 'nervous system', 'functions of nervous system']","[['Functional groups', 'Functional groups', 'Functional groups'], ['The nervous system', 'The nervous system', 'The nervous system'], ['The nervous system', 'The nervous system', 'The nervous system']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/0/0f/Central_nervous_system.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/1201_Overview_of_Nervous_System.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Human-leech-nervous-system-comparison.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0f/Central_nervous_system.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/1201_Overview_of_Nervous_System.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Human-leech-nervous-system-comparison.png']]"
