,question,allennlp_entities,extracted_entities,image_urls
0,What are the properties and uses of different types of plastics?,"['the properties and uses', 'plastics', 'the properties and uses of different types of plastics', 'different types', 'different types of plastics']","[['Plastic recycling', 'Plastic recycling', 'Roofing materials', 'Plastics', 'Plastics', 'Plastics', 'Plastics', 'Plastics', 'Plastics', 'Plastics']]","[['https://upload.wikimedia.org/wikipedia/commons/6/64/Plastic_bags_recycling_bins_in_a_Sainsbury%27s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Paper_and_Plastic_Recycling_Containers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/%D0%91%D1%96%D1%82%D1%83%D0%BC%D0%BD%D0%B0_%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%86%D1%8F_%D0%9F%D0%BE%D1%80%D1%8F%D0%B4%D0%BE%D0%BA_%D0%9C%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83_1.png', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Global-plastics-production.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Dangers_hormonaux_du_contact_quotidien_avec_le_plastique.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Fissaggi_per_scaldasalviette.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Beach_plastic_pollution.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Armband_i_ebonit%2C_1800-talets_andra_h%C3%A4lft_-_Hallwylska_museet_-_110146.tif', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Formosa_Plastics_Renwu_Plant_near_THSR_line_20131119.jpg']]"
0,How do different factors affect the rate of fermentation in microorganisms?,"['microorganisms', 'the rate of fermentation in microorganisms', 'different factors', 'fermentation', 'the rate']","[['Bacteria', 'Bacteria', 'Bacteria', 'Unisexual flowers', 'Inorganic', 'Inorganic', 'Inorganic', 'Inorganic', 'Snow leopard', 'bacteria']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Symbiotic_nitrogen_fixing_bacteria_inside_legume_root_nodule_cells.tif', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Plant_responses_to_bacteria_in_the_rhizosphere.webp', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/The_flower_and_the_bee%3B_plant_life_and_pollination_%281918%29_%2814776780174%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Spatial_distribution_of_ocean_surface_dissolved_inorganic_carbon.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Inorganic_pyrophosphatase.png', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Dissolved_inorganic_carbon.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Sediment%2C_inorganic_chemistry.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Uncia_uncia_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Introducing_plant_beneficial_bacteria_into_plant_seed.jpg']]"
0,How does the process of fertilization lead to the development of an embryo?,"['the process of fertilization', 'the development', 'an embryo', 'the process', 'the development of an embryo', 'fertilization']","[['Fertiliser', 'Fertiliser', 'Valves', 'Biodiversity', 'Fertilisers', 'Fertilisers', 'Fertilisers', 'Fish food', 'fertilised egg', 'fertilised egg']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0a/St_Nicholas-V40-P2-463.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/St_Nicholas-V40-P2-466.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Central_heating_Straight_Braided_Filling_Loop_2021-06-28_20.45.50.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Photo_d%27un_Iroko_%C3%A0_JPN.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Man_on_tractor_pulling_agricultural_implement_%281294090%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Men_on_tractors_pulling_agricultural_implements_%281294205%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/2022-04-20_%D0%A0%D0%9C_%D0%A0%D1%8D%D0%B9%D0%BB_%D0%9C%D0%B0%D0%B3%D1%96%D0%BB%D1%91%D1%9E-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Fish_hanging_in_the_sun_with_black_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/CSIRO_ScienceImage_2235_Fertilised_Egg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Brinster_Mouse_Egg_Microinjection.tif']]"
0,What are the principles of DNA replication and gene expression?,"['DNA replication', 'the principles', 'the principles of DNA replication and gene expression', 'gene expression', 'DNA replication and gene expression']","[['DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/DNA_replication_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/DNA_replication_split.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/DNA_replication_cy.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/DNA_replication_he.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/DNA_Polymerase_DNA_Replication.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/DNA_replication.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/DNA_Helicase_DNA_Replication.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/DNA_Ligase_DNA_Replication.png', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Origins_of_DNA_replication_Figure_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/DNA-Replikation.png']]"
0,What is the concept of wave polarization and its applications?,"['wave polarization', 'wave polarization and its applications', 'its applications', 'the concept', 'the concept of wave polarization and its applications']","[['Oxygen gas', 'Thoughts', 'Thoughts', 'Iron hydroxide', 'Theories', 'Theories', 'Theories', 'Theories', 'Theories', 'Theories']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a1/Paramagnetism_of_liquid_oxygen.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Thinking_about_writing.png', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Almeida_J%C3%BAnior_-_Mo%C3%A7a_com_Livro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Iron_oxide_brown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Mr_Pipo_Brain_03.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Ethics_Theories.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Comparison_of_theories_of_emotion_dmandziy.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Theories_of_Emotions_-_Timeline.png', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Evolution_of_endosymbiotic_theory_and_the_holobiont_concept.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Endosymbiotic_theory_Diagram.jpg']]"
0,What is the structure and function of the human skeletal system?,"['the structure and function of the human skeletal system', 'the structure and function', 'the human skeletal system']","[['Human bodies', 'Fresh water', 'Bones', 'Bones', 'Bones', 'Bones', 'Bones', 'Bones', 'Bones', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fe/Human_Body_02.png', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Gifu_World_Fresh_Water_Aquarium_-_4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Gray252.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Sphenoid_bone_and_zygomatic_bone_-_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Sphenoid_bone_and_zygomatic_bone_-_lateral_view2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Sphenoid_bone_and_zygomatic_bone_-_lateral_view.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Atlas_Bone_and_Spine.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Diagram_of_a_skeleton_describing_the_major_bones_Wellcome_L0039197.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Upper_arm_bone_fracture_-_Humerus_fracture_--_Smart-Servier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Ferry_light_trail%2C_Rostock.jpg']]"
0,How do different factors affect the rate of osmosis in cells?,"['cells', 'the rate of osmosis in cells', 'osmosis', 'different factors', 'the rate']","[['Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis']]","[['https://upload.wikimedia.org/wikipedia/commons/7/7f/Transport_Across_the_Plasma_Membrane.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Osmosis_computer_simulation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Osmosis-ca.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Visking_tubing_osmosis_app_cup2.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Visking_tubing_osmosis_app.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Reverse_osmosis_membrane_element_layers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Reverse_Osmosis_Plant.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Osmosis.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/%C3%93smosis_es.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Cutaway_of_a_16%22_reverse_osmosis_tube.jpg']]"
0,What are the differences between series and parallel circuits?,"['the differences', 'series', 'the differences between series and parallel circuits', 'parallel circuits', 'series and parallel circuits']","[['Integrated circuit', 'Liver fluke', 'Parallel circuit', 'Parallel circuit', 'Parallel circuit', 'Parallel circuit', 'Parallel circuit', 'Parallel circuit', 'Molluscs', 'Parallel resistors']]","[['https://upload.wikimedia.org/wikipedia/commons/8/80/Three_IC_circuit_chips.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Fasciola_LifeCycle.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Series_and_Parallel_Circuit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Parallel_circuit_node.png', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Water-circuit-model-parallel.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/9V_batery_scheme.png', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Sch%C3%A9ma_dev%C3%ADtivoltovky.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/MFrey_LED_parallel_circuit_dont.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Norderney%2C_Nordstrand_--_2016_--_4772.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/3_Resistors.jpg']]"
0,What is the concept of wave interference and its effects?,"['wave interference and its effects', 'its effects', 'the concept of wave interference and its effects', 'wave interference', 'the concept']","[['Physical changes', 'Luminous flame', 'Physiological effects', 'Physiological effects', 'Physiological effects', 'Physiological effects', 'Physiological effects', 'Physiological effects', 'Physiological effects', 'Physiological effects']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/An_international_system_of_electro-therapeutics_-_for_students%2C_general_practitioners%2C_and_specialists_%281894%29_%2814780418464%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Physiological_effects_of_carbon_dioxide_concentration_and_exposure_period.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Physiology-_a_manual_of_1000_questions_and_answers_systematically_arranged%2C_containing_a_full_treatment_of_the_physiological_effects_of_alcohol_and_narcotics_%281888%29_%2814784662513%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Physiology-_a_manual_of_1000_questions_and_answers_systematically_arranged%2C_containing_a_full_treatment_of_the_physiological_effects_of_alcohol_and_narcotics_%281888%29_%2814741794316%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Physiology-_a_manual_of_1000_questions_and_answers_systematically_arranged%2C_containing_a_full_treatment_of_the_physiological_effects_of_alcohol_and_narcotics_%281888%29_%2814762437454%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Physiology-_a_manual_of_1000_questions_and_answers_systematically_arranged%2C_containing_a_full_treatment_of_the_physiological_effects_of_alcohol_and_narcotics_%281888%29_%2814762439114%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Summary_of_pervasive_effects_of_light.png', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Physiology_Lab_at_the_Services_Institute_of_Medical_Sciences_in_Lahore%2C_Pakistan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Rational_hydrotherapy_-_a_manual_of_the_physiological_and_therapeutic_effects_of_hydriatic_procedures%2C_and_the_technique_of_their_application_in_the_treatment_of_disease_%281902%29_%2814596744498%29.jpg']]"
0,How do different factors affect the rate of transpiration in plants?,"['the rate of transpiration in plants', 'transpiration', 'different factors', 'plants', 'the rate']","[['Plant', 'Plant', 'Plant', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/8/87/Green_plant_with_thorns16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Green_plant_texture_long_thin_leaves_grass_like.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/D%C3%BClmen%2C_Hausd%C3%BClmen%2C_eisbedeckte_Pflanze_--_2021_--_5015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,What is the structure and function of the human muscular system?,"['the structure and function of the human muscular system', 'the structure and function', 'the human muscular system']","[['Muscular tissues', 'Muscular tissues', 'Muscular tissues', 'Muscular tissues', 'Porpoises', 'Muscles', 'Muscles', 'Muscles', 'Muscles', 'Muscles']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/1116_Muscle_of_the_Male_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cornea_muscle-ad_tendon_mice_cart-horse-surf.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Gray_%E2%80%94_musculus_levator_glandulae_thyroideae.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Arm_muscles_front_superficial.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/HMSM_Porpoise_FL5727.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Levers_in_the_Skeletal_Muscular_System.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/1121_Intrinsic_Muscles_of_the_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Muscular_system-back.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Muscles_Controlled_by_the_Accessory_Nerve_-_Hebrew.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Skeletal_muscles_homo_sapiens.JPG']]"
0,What are the principles of semiconductor devices and their applications?,"['their applications', 'the principles', 'the principles of semiconductor devices and their applications', 'semiconductor devices and their applications', 'semiconductor devices']","[['Transistors', 'Transistors', 'Transistors', 'Transistors', 'Transistors', 'Transistors', 'Transistors', 'Transistors', 'Transistors', 'Transistors']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f8/Transistor-photo.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/32/2N1307_transistor_die_with_bond_wires_attached.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Transistor_pakage.png', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Siemens_TF78_60_transistor_-_Wire_bonding_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/TG51_Transistor_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Transistors-three_types.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/TG51_Transistor_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/2N1307_transistor_die.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/2N1307_transistor_bond_wires.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/MJ15024_die.jpg']]"
0,What are the principles of radio communication and its technologies?,"['its technologies', 'the principles of radio communication and its technologies', 'radio communication', 'the principles']","[['Radios', 'Radios', 'Radios', 'Radios', 'Radios', 'Radios', 'Radios', 'Animal excreta', 'Radio technology', 'Radio technology']]","[['https://upload.wikimedia.org/wikipedia/commons/7/79/Radio_towers_on_Sandia_Peak_-_closeup.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/KSTP_studios.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/The_PVR.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Sergeant_Cecil_Trower_on_his_two-way_radio_equipped_BSA_motorcycle%2C_c1956.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Portable_radio_Olympic-401%2C_by_Mykola_Lebid_%281977%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Radio_Age_magazine%2C_Jan-Feb_1923_cover.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/RadioShack_1200586_%289302524744%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Evolution_and_animal_life%3B_an_elementary_discussion_of_facts%2C_processes%2C_laws_and_theories_relating_to_the_life_and_evolution_of_animals_%281907%29_%2814586642920%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Vintage_Valiant_Transistor_Radio%2C_Model_HT-8053%2C_AM_Band%2C_8_Transistors%2C_Made_in_Japan%2C_Coffin-Shaped_Radio%2C_Maroon_Case%2C_Circa_1964_%288663047803%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Asheville_Radio_Museum_Interior.jpg']]"
0,What are the principles of renewable energy sources and their significance?,"['their significance', 'renewable energy sources', 'the principles of renewable energy sources and their significance', 'the principles']","[['Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel']]","[['https://upload.wikimedia.org/wikipedia/commons/4/48/Santorum_at_renewable_fuels_summit_003_%285388428871%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Renewable_energy_reduces_fossil_fuel_imports_to_Turkey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/20211104_Percentage_of_electricity_from_fossil_fuels%2C_nuclear%2C_renewables_-_biggest_fossil_fuel_emitters.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Photo_praxair_plant.hydrogen.infrastructure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Net_electricity_generation_from_renewable_and_fossil_fuel_sources_in_Denmark.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Estimated_Renewable_Share_of_Total_Final_Energy_Consumption_%28TFEC%29_2009_v._2019.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Santorum_at_renewable_fuels_summit_005_%285388430363%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Santorum_at_renewable_fuels_summit_001_%285388427493%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Santorum_at_renewable_fuels_summit_008_%285389038918%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Santorum_at_renewable_fuels_summit_006_%285388431079%29.jpg']]"
